name,kind,return_type,storage,params,file,line,signature
BerEncoder_encodeTL,declaration,bufPos =,,"0x87, floatSize, buffer, bufPos",mms/iso_mms/server/mms_access_result.c,587,"bufPos = BerEncoder_encodeTL(0x87, floatSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa4, initResponseDetailSize, buffer, bufPos",mms/iso_mms/server/mms_association_service.c,57,"bufPos = BerEncoder_encodeTL(0xa4, initResponseDetailSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa9, initiateResponseLength, buffer, bufPos",mms/iso_mms/server/mms_association_service.c,216,"bufPos = BerEncoder_encodeTL(0xa9, initiateResponseLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,23,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,25,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"tag, 0, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,30,"bufPos = BerEncoder_encodeTL(tag, 0, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"tag, fileAttributesSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,94,"bufPos = BerEncoder_encodeTL(tag, fileAttributesSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, sizeOfFileSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,95,"bufPos = BerEncoder_encodeTL(0x80, sizeOfFileSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,201,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,203,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x48, openFileResponseSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,208,"bufPos = BerEncoder_encodeTL(0x48, openFileResponseSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, frsmIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,209,"bufPos = BerEncoder_encodeTL(0x80, frsmIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,840,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,842,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x49, fileReadResponseSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,847,"bufPos = BerEncoder_encodeTL(0x49, fileReadResponseSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, fileChunkSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,848,"bufPos = BerEncoder_encodeTL(0x80, fileChunkSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"tag, fileNameSeqSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,920,"bufPos = BerEncoder_encodeTL(tag, fileNameSeqSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, dirEntrySize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,994,"bufPos = BerEncoder_encodeTL(0x30, dirEntrySize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,1070,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,1072,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x4d, fileDirectoryResponseSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,1077,"bufPos = BerEncoder_encodeTL(0x4d, fileDirectoryResponseSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, listOfDirectoryEntrySize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,1078,"bufPos = BerEncoder_encodeTL(0xa0, listOfDirectoryEntrySize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, listOfDirectoryEntrySeqSize, buffer, bufPos",mms/iso_mms/server/mms_file_service.c,1079,"bufPos = BerEncoder_encodeTL(0x30, listOfDirectoryEntrySeqSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_get_namelist_service.c,459,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_get_namelist_service.c,461,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, getNameListSize, buffer, bufPos",mms/iso_mms/server/mms_get_namelist_service.c,464,"bufPos = BerEncoder_encodeTL(0xa1, getNameListSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, identifierListSize, buffer, bufPos",mms/iso_mms/server/mms_get_namelist_service.c,466,"bufPos = BerEncoder_encodeTL(0xa0, identifierListSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, identifyResponseLength, buffer, bufPos",mms/iso_mms/server/mms_identify_service.c,30,"bufPos = BerEncoder_encodeTL(0xa1, identifyResponseLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdLength, buffer, bufPos",mms/iso_mms/server/mms_identify_service.c,33,"bufPos = BerEncoder_encodeTL(0x02, invokeIdLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa2, identityLength, buffer, bufPos",mms/iso_mms/server/mms_identify_service.c,37,"bufPos = BerEncoder_encodeTL(0xa2, identityLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa3, informationReportSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,50,"bufPos = BerEncoder_encodeTL(0xa3, informationReportSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, informationReportContentSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,53,"bufPos = BerEncoder_encodeTL(0xa0, informationReportContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, listOfVariableSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,54,"bufPos = BerEncoder_encodeTL(0xa0, listOfVariableSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, sequenceSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,57,"bufPos = BerEncoder_encodeTL(0x30, sequenceSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, varSpecSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,58,"bufPos = BerEncoder_encodeTL(0xa0, varSpecSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, accessResultSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,60,"bufPos = BerEncoder_encodeTL(0xa0, accessResultSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa3, informationReportSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,156,"bufPos = BerEncoder_encodeTL(0xa3, informationReportSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, informationReportContentSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,159,"bufPos = BerEncoder_encodeTL(0xa0, informationReportContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, listOfVariableSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,160,"bufPos = BerEncoder_encodeTL(0xa0, listOfVariableSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, sequenceSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,178,"bufPos = BerEncoder_encodeTL(0x30, sequenceSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, varSpecSizeComplete, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,180,"bufPos = BerEncoder_encodeTL(0xa0, varSpecSizeComplete, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, varSpecSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,181,"bufPos = BerEncoder_encodeTL(0xa1, varSpecSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, sequenceSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,188,"bufPos = BerEncoder_encodeTL(0x30, sequenceSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, varSpecSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,189,"bufPos = BerEncoder_encodeTL(0xa0, varSpecSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, accessResultSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,196,"bufPos = BerEncoder_encodeTL(0xa0, accessResultSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa3, informationReportSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,283,"bufPos = BerEncoder_encodeTL(0xa3, informationReportSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, informationReportContentSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,286,"bufPos = BerEncoder_encodeTL(0xa0, informationReportContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, objectNameSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,287,"bufPos = BerEncoder_encodeTL(0xa1, objectNameSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, accessResultSize, buffer, bufPos",mms/iso_mms/server/mms_information_report.c,290,"bufPos = BerEncoder_encodeTL(0xa0, accessResultSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, valueSpecLen + dataRefLen, buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,100,"bufPos = BerEncoder_encodeTL(0x30, valueSpecLen + dataRefLen, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, reasonCodeContentLen , buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,108,"bufPos = BerEncoder_encodeTL(0x30, reasonCodeContentLen , buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, reasonCodeValueLen, buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,114,"bufPos = BerEncoder_encodeTL(0xa1, reasonCodeValueLen, buffer, bufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0x30, journalEntryContentLen, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,137,"headerBufPos = BerEncoder_encodeTL(0x30, journalEntryContentLen, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0xa1, 2, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,141,"headerBufPos = BerEncoder_encodeTL(0xa1, 2, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0x30, 0, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,143,"headerBufPos = BerEncoder_encodeTL(0x30, 0, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0xa2, dataAndTimeLen, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,144,"headerBufPos = BerEncoder_encodeTL(0xa2, dataAndTimeLen, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0xa2, journalVariablesLen, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,152,"headerBufPos = BerEncoder_encodeTL(0xa2, journalVariablesLen, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,headerBufPos =,,"0xa1, dataContentLen, buffer, headerBufPos",mms/iso_mms/server/mms_journal_service.c,154,"headerBufPos = BerEncoder_encodeTL(0xa1, dataContentLen, buffer, headerBufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,538,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,540,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, dataSize, buffer, bufPos",mms/iso_mms/server/mms_journal_service.c,548,"bufPos = BerEncoder_encodeTL(0xa0, dataSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,65,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,67,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xad, numberMatchedSize + numberDeletedSize, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,70,"bufPos = BerEncoder_encodeTL(0xad, numberMatchedSize + numberDeletedSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, numberMatchedSize - 2, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,72,"bufPos = BerEncoder_encodeTL(0x80, numberMatchedSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x81, numberDeletedSize - 2, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,75,"bufPos = BerEncoder_encodeTL(0x81, numberDeletedSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponsePDUSize, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,263,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponsePDUSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,265,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x8b, 0, buffer, bufPos",mms/iso_mms/server/mms_named_variable_list_service.c,268,"bufPos = BerEncoder_encodeTL(0x8b, 0, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, varAccessSpecLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,382,"bufPos = BerEncoder_encodeTL(0xa0, varAccessSpecLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, variableListNameLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,388,"bufPos = BerEncoder_encodeTL(0xa1, variableListNameLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, specificityLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,391,"bufPos = BerEncoder_encodeTL(0xa0, specificityLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, specificityLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,394,"bufPos = BerEncoder_encodeTL(0xa1, specificityLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa2, specificityLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,397,"bufPos = BerEncoder_encodeTL(0xa2, specificityLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, confirmedResponseContentSize, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,472,"bufPos = BerEncoder_encodeTL(0xa1, confirmedResponseContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,475,"bufPos = BerEncoder_encodeTL(0x02, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa4, confirmedServiceResponseContentLength, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,479,"bufPos = BerEncoder_encodeTL(0xa4, confirmedServiceResponseContentLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, accessResultSize, buffer, bufPos",mms/iso_mms/server/mms_read_service.c,486,"bufPos = BerEncoder_encodeTL(0xa1, accessResultSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa2, confirmedErrorContentSize, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,167,"bufPos = BerEncoder_encodeTL(0xa2, confirmedErrorContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, invokeIdSize - 2, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,169,"bufPos = BerEncoder_encodeTL(0x80, invokeIdSize - 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa2, serviceErrorContentSize, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,172,"bufPos = BerEncoder_encodeTL(0xa2, serviceErrorContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, 3, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,174,"bufPos = BerEncoder_encodeTL(0xa0, 3, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xaa, serviceErrorContentSize, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,208,"bufPos = BerEncoder_encodeTL(0xaa, serviceErrorContentSize, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, 3, buffer, bufPos",mms/iso_mms/server/mms_server_common.c,210,"bufPos = BerEncoder_encodeTL(0xa0, 3, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa4, rejectPduLength, buffer, bufPos",mms/iso_mms/server/mms_server_connection.c,52,"bufPos = BerEncoder_encodeTL(0xa4, rejectPduLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, invokeIdLength, buffer, bufPos",mms/iso_mms/server/mms_server_connection.c,58,"bufPos = BerEncoder_encodeTL(0x80, invokeIdLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, statusResponseLength, buffer, bufPos",mms/iso_mms/server/mms_status_service.c,38,"bufPos = BerEncoder_encodeTL(0xa1, statusResponseLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdLength, buffer, bufPos",mms/iso_mms/server/mms_status_service.c,41,"bufPos = BerEncoder_encodeTL(0x02, invokeIdLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa0, statusLength, buffer, bufPos",mms/iso_mms/server/mms_status_service.c,45,"bufPos = BerEncoder_encodeTL(0xa0, statusLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, vmdLogicalStatusLength, buffer, bufPos",mms/iso_mms/server/mms_status_service.c,47,"bufPos = BerEncoder_encodeTL(0x80, vmdLogicalStatusLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x81, vmdPhysicalStatusLength, buffer, bufPos",mms/iso_mms/server/mms_status_service.c,49,"bufPos = BerEncoder_encodeTL(0x81, vmdPhysicalStatusLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa1, writeResponseLength, buffer, bufPos",mms/iso_mms/server/mms_write_service.c,46,"bufPos = BerEncoder_encodeTL(0xa1, writeResponseLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x02, invokeIdLength, buffer, bufPos",mms/iso_mms/server/mms_write_service.c,50,"bufPos = BerEncoder_encodeTL(0x02, invokeIdLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0xa5, accessResultsLength, buffer, bufPos",mms/iso_mms/server/mms_write_service.c,54,"bufPos = BerEncoder_encodeTL(0xa5, accessResultsLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, 7, buffer, bufPos",mms/iso_presentation/iso_presentation.c,27,"bufPos = BerEncoder_encodeTL(0x30, 7, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x80, 1, buffer, bufPos",mms/iso_presentation/iso_presentation.c,28,"bufPos = BerEncoder_encodeTL(0x80, 1, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x81, 2, buffer, bufPos",mms/iso_presentation/iso_presentation.c,30,"bufPos = BerEncoder_encodeTL(0x81, 2, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x61, fullyEncodedDataLength, buffer, bufPos",mms/iso_presentation/iso_presentation.c,55,"bufPos = BerEncoder_encodeTL(0x61, fullyEncodedDataLength, buffer, bufPos)"
BerEncoder_encodeTL,declaration,bufPos =,,"0x30, encodedDataSetLength, buffer, bufPos",mms/iso_presentation/iso_presentation.c,57,"bufPos = BerEncoder_encodeTL(0x30, encodedDataSetLength, buffer, bufPos)"
